0.2	0.6	0.1
0.4	1.5	0.1
0.6	2.4	0.1
0.8	3.12	0.01
1	3.40	0.01
1.2	4.04	0.01
1.40	4.40	0.01
1.6	5.04	0.01
1.8	5.72	0.01
2.0	6.38	0.01
2.2	6.81	0.01
2.4	7.21	0.01
2.6	8.3	0.1
2.8	8.8	0.1
3.0	9.0	0.1
3.2	9.3	0.1
3.4	9.56	0.01
3.6	9.96	0.01
3.8	10.0	0.1
4.0	10.2	0.1
4.2	10.0	0.1
5.0	10.46	0.01
6.0	10.86	0.01
7.0	11.46	0.01
8.0	12.02	0.01
9.0	12.9	0.1
10.0	13.9	0.1
