Nov 19 2020     12:11:05 pm     Elt: 000100 Seconds.  Real Time: 000101
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        2, 000
   5,        2, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        2, 000
  10,        2, 000
  11,        1, 000
  12,        2, 000
  13,        2, 000
  14,        2, 000
  15,        2, 000
  16,        1, 000
  17,        1, 000
  18,        3, 000
  19,        1, 000
  20,        2, 000
  21,        3, 000
  22,        0, 000
  23,        0, 000
  24,       55, 000
  25,     1253, 000
  26,     1518, 000
  27,     1492, 000
  28,     1471, 000
  29,     1530, 000
  30,     1480, 000
  31,     1521, 000
  32,     1516, 000
  33,     1556, 000
  34,     1558, 000
  35,     1576, 000
  36,     1457, 000
  37,     1566, 000
  38,     1575, 000
  39,     1568, 000
  40,     1479, 000
  41,     1546, 000
  42,     1563, 000
  43,     1526, 000
  44,     1589, 000
  45,     1548, 000
  46,     1480, 000
  47,     1533, 000
  48,     1529, 000
  49,     1552, 000
  50,     1514, 000
  51,     1634, 000
  52,     1486, 000
  53,     1525, 000
  54,     1526, 000
  55,     1608, 000
  56,     1522, 000
  57,     1544, 000
  58,     1602, 000
  59,     1574, 000
  60,     1580, 000
  61,     1654, 000
  62,     1655, 000
  63,     1591, 000
  64,     1556, 000
  65,     1678, 000
  66,     1695, 000
  67,     1719, 000
  68,     1702, 000
  69,     1779, 000
  70,     1792, 000
  71,     1773, 000
  72,     1754, 000
  73,     1826, 000
  74,     1817, 000
  75,     1909, 000
  76,     1813, 000
  77,     1891, 000
  78,     1890, 000
  79,     1923, 000
  80,     1949, 000
  81,     1945, 000
  82,     1850, 000
  83,     1855, 000
  84,     1921, 000
  85,     1913, 000
  86,     1886, 000
  87,     1874, 000
  88,     1982, 000
  89,     1925, 000
  90,     1926, 000
  91,     1969, 000
  92,     1871, 000
  93,     1970, 000
  94,     1934, 000
  95,     1887, 000
  96,     1942, 000
  97,     1851, 000
  98,     1935, 000
  99,     1973, 000
 100,     1875, 000
 101,     1944, 000
 102,     1807, 000
 103,     1781, 000
 104,     1824, 000
 105,     1809, 000
 106,     1760, 000
 107,     1782, 000
 108,     1824, 000
 109,     1675, 000
 110,     1783, 000
 111,     1671, 000
 112,     1730, 000
 113,     1764, 000
 114,     1666, 000
 115,     1647, 000
 116,     1614, 000
 117,     1618, 000
 118,     1540, 000
 119,     1587, 000
 120,     1601, 000
 121,     1524, 000
 122,     1569, 000
 123,     1576, 000
 124,     1516, 000
 125,     1616, 000
 126,     1539, 000
 127,     1520, 000
 128,     1526, 000
 129,     1537, 000
 130,     1562, 000
 131,     1496, 000
 132,     1501, 000
 133,     1538, 000
 134,     1537, 000
 135,     1452, 000
 136,     1437, 000
 137,     1477, 000
 138,     1511, 000
 139,     1501, 000
 140,     1421, 000
 141,     1414, 000
 142,     1451, 000
 143,     1456, 000
 144,     1378, 000
 145,     1353, 000
 146,     1373, 000
 147,     1311, 000
 148,     1350, 000
 149,     1350, 000
 150,     1246, 000
 151,     1251, 000
 152,     1171, 000
 153,     1147, 000
 154,     1116, 000
 155,     1130, 000
 156,     1170, 000
 157,     1068, 000
 158,     1056, 000
 159,     1041, 000
 160,     1012, 000
 161,     1029, 000
 162,     1084, 000
 163,      995, 000
 164,      934, 000
 165,      919, 000
 166,      972, 000
 167,      936, 000
 168,      951, 000
 169,      984, 000
 170,      972, 000
 171,      918, 000
 172,      926, 000
 173,      915, 000
 174,      862, 000
 175,      880, 000
 176,      930, 000
 177,     1014, 000
 178,      978, 000
 179,      954, 000
 180,      941, 000
 181,      978, 000
 182,      891, 000
 183,     1000, 000
 184,      922, 000
 185,      871, 000
 186,      896, 000
 187,      916, 000
 188,      934, 000
 189,      943, 000
 190,      943, 000
 191,      955, 000
 192,      949, 000
 193,      924, 000
 194,      950, 000
 195,      941, 000
 196,      907, 000
 197,      987, 000
 198,      989, 000
 199,      888, 000
 200,     1000, 000
 201,      972, 000
 202,      978, 000
 203,     1067, 000
 204,     1062, 000
 205,     1117, 000
 206,     1104, 000
 207,     1162, 000
 208,     1250, 000
 209,     1257, 000
 210,     1302, 000
 211,     1440, 000
 212,     1511, 000
 213,     1587, 000
 214,     1709, 000
 215,     1881, 000
 216,     1980, 000
 217,     2183, 000
 218,     2451, 000
 219,     2651, 000
 220,     2729, 000
 221,     3032, 000
 222,     3249, 000
 223,     3533, 000
 224,     3600, 000
 225,     3996, 000
 226,     4218, 000
 227,     4342, 000
 228,     4537, 000
 229,     4680, 000
 230,     4820, 000
 231,     4831, 000
 232,     4770, 000
 233,     4762, 000
 234,     4642, 000
 235,     4670, 000
 236,     4398, 000
 237,     4218, 000
 238,     4047, 000
 239,     3735, 000
 240,     3587, 000
 241,     3253, 000
 242,     2960, 000
 243,     2659, 000
 244,     2335, 000
 245,     2054, 000
 246,     1908, 000
 247,     1653, 000
 248,     1381, 000
 249,     1208, 000
 250,     1123, 000
 251,     1012, 000
 252,      892, 000
 253,      787, 000
 254,      710, 000
 255,      685, 000
 256,      628, 000
 257,      601, 000
 258,      614, 000
 259,      577, 000
 260,      574, 000
 261,      563, 000
 262,      532, 000
 263,      568, 000
 264,      574, 000
 265,      605, 000
 266,      595, 000
 267,      599, 000
 268,      591, 000
 269,      641, 000
 270,      653, 000
 271,      666, 000
 272,      653, 000
 273,      672, 000
 274,      760, 000
 275,      773, 000
 276,      828, 000
 277,      826, 000
 278,      896, 000
 279,     1021, 000
 280,      957, 000
 281,     1107, 000
 282,     1152, 000
 283,     1218, 000
 284,     1288, 000
 285,     1329, 000
 286,     1515, 000
 287,     1484, 000
 288,     1609, 000
 289,     1754, 000
 290,     1783, 000
 291,     1886, 000
 292,     1905, 000
 293,     2014, 000
 294,     2164, 000
 295,     2221, 000
 296,     2126, 000
 297,     2187, 000
 298,     2286, 000
 299,     2314, 000
 300,     2273, 000
 301,     2240, 000
 302,     2274, 000
 303,     2144, 000
 304,     2201, 000
 305,     2108, 000
 306,     1980, 000
 307,     1912, 000
 308,     1722, 000
 309,     1692, 000
 310,     1551, 000
 311,     1410, 000
 312,     1346, 000
 313,     1264, 000
 314,     1213, 000
 315,     1139, 000
 316,     1054, 000
 317,      994, 000
 318,      875, 000
 319,      871, 000
 320,      744, 000
 321,      756, 000
 322,      657, 000
 323,      714, 000
 324,      607, 000
 325,      640, 000
 326,      580, 000
 327,      576, 000
 328,      555, 000
 329,      584, 000
 330,      568, 000
 331,      542, 000
 332,      557, 000
 333,      489, 000
 334,      559, 000
 335,      500, 000
 336,      550, 000
 337,      550, 000
 338,      501, 000
 339,      500, 000
 340,      533, 000
 341,      528, 000
 342,      537, 000
 343,      543, 000
 344,      539, 000
 345,      507, 000
 346,      483, 000
 347,      546, 000
 348,      524, 000
 349,      524, 000
 350,      521, 000
 351,      515, 000
 352,      518, 000
 353,      531, 000
 354,      511, 000
 355,      545, 000
 356,      536, 000
 357,      528, 000
 358,      513, 000
 359,      543, 000
 360,      548, 000
 361,      522, 000
 362,      583, 000
 363,      581, 000
 364,      560, 000
 365,      507, 000
 366,      483, 000
 367,      525, 000
 368,      535, 000
 369,      510, 000
 370,      537, 000
 371,      527, 000
 372,      533, 000
 373,      488, 000
 374,      546, 000
 375,      537, 000
 376,      571, 000
 377,      560, 000
 378,      535, 000
 379,      518, 000
 380,      490, 000
 381,      578, 000
 382,      550, 000
 383,      536, 000
 384,      570, 000
 385,      577, 000
 386,      510, 000
 387,      582, 000
 388,      559, 000
 389,      561, 000
 390,      578, 000
 391,      550, 000
 392,      541, 000
 393,      578, 000
 394,      579, 000
 395,      592, 000
 396,      532, 000
 397,      588, 000
 398,      561, 000
 399,      587, 000
 400,      588, 000
 401,      552, 000
 402,      588, 000
 403,      532, 000
 404,      545, 000
 405,      532, 000
 406,      535, 000
 407,      587, 000
 408,      567, 000
 409,      610, 000
 410,      563, 000
 411,      562, 000
 412,      554, 000
 413,      597, 000
 414,      587, 000
 415,      596, 000
 416,      569, 000
 417,      615, 000
 418,      583, 000
 419,      571, 000
 420,      559, 000
 421,      589, 000
 422,      546, 000
 423,      559, 000
 424,      532, 000
 425,      593, 000
 426,      527, 000
 427,      570, 000
 428,      505, 000
 429,      550, 000
 430,      521, 000
 431,      478, 000
 432,      555, 000
 433,      524, 000
 434,      494, 000
 435,      497, 000
 436,      478, 000
 437,      525, 000
